word,chinese_translation,affect_type,stage_origin,frequency_2500,review_count_2500,example_context
beneficial,有益的 / 有帮助的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_a49c3b4b417661efc807e243 :: Well, there really is a reason that this is rated number 1 for attractions and activities...there really is no downside.  Firstly, making a reservation by phone or online via their..."
blind,盲目的 / 视线受阻的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
bluest,最湛蓝的（极致景色）,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_a0e5554c9ea393f975ce70db :: Eric, my son, Tina his wife, and I were happy that we had added a Talkeetna Air Taxi flight that included a glacier landing to our itinerary. That flight was awesome to Mt. Denali,..."
bluntly,直言不讳地,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_23cf34800c98795a842db371 :: So I bought 4 Groupons at $75 for our family (a total of $300) when we visited Miami in June 2012. The booking process was very easy. They answered the phone promptly, had our Grou..."
bothering,打扰令人烦心的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_4527b031d210aa6a5f73a0b7 :: There are 2 companies side by side that offer this, we went with Air Adventures do to availability (the other co I found first but they were booked .. this co was rated exactly the..."
broad,宽广的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
calmer,更平静安心的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_86bd6193f824d794bcf2deb5 :: When you pick an aerial solution to fly over Kauai, you have basically two choices - helicopters or fixed wing aircraft.

Air ventures represents the best solution on Kauai for the..."
carefree,无忧无虑自在的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_e79cf3a7f8937f62d92afb5c :: A full day adventure visiting the west side of the Grand Canyon. Ryan, our pilot and guide, was very knowledgeable and super nice. Seeing a part of Arizona from above was interesti..."
casual,随和轻松的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_92db6c4ddc4f03ed93a04bac :: We did the Scenic Flight with Glacier Landing however due to the weather we were unable to do the Glacier Landing which was absolutely devastating.
we did still manage to do the sc..."
cheer,振奋 / 欢呼,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_50087c058cc38daa21b82926 :: We took this flight combined with “The Original Grand Canyon Jeep and Safari Tour.”  No words can appropriately describe this awe inspiring experience.  At one time I found myself ...
cheerfully,欢快愉悦地,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_0eb891565b48a8217c71c654 :: K-2 Aviation is the best.   They are friendly and fun, while being professional at the same time.  Making a reservation was easy, and I called back a couple of times to confirm, si..."
cheesy,俗气的 / 劣质的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
chill,惬意轻松的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_4e12b4a1176793651a28a048 :: My husband and I visited Alaska for my first time in early August.  We knew we wanted to experience a fly over Denali National Park.  After researching the various tour operators o...
classy,高端优雅的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,review_666e1f42eced3751f3747622 :: 5STARS ALL THE WAY: once in a lifetime moment! OK but so this is really a response to another  4 star review that honestly I had a problem with reading because everyone is such a c...
claustrophobic,感到幽闭恐惧压抑的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_aa13884aeefdbbcacd63a44a :: We were scheduled to do a different tour and ended up not being able to do it.  (Due to bad knees).  We came across a brochure for Wings Over Kauai Air Tours.  We decided to try it...
clever,聪明睿智的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,review_bb3a9cb8ec67e136fcaefc32 :: Had a great time! Cool vintage plane! Perfect amount of time and narration. Oren was a clever guide. Highly recommend. Our teenager loved it....
compliant,顺从的 / 合规安心的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_43ea85710b6216e626dd2867 :: Thanks Harry for a smooth flight and delightful information about the island.  The sights were spectacular. You can really see the differences of each side of the island.  My only ...
confusion,困惑 / 混乱,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
conscientious,认真负责的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_8939fd8604bce70a3b1b8fc9 :: Highly recommend this trip!  Mark our pilot was great..very conscientious with a great sense of humor!  He made us all feel comfortable..especially those of us in the group who wer...
curious,好奇求知的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...
darling,可爱的 / 亲切的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_e8ba09c98f233e51030cc9c3 :: My wonderful friend treated me to the trip starting in Phoenix to Sedona then over Grand Canyon- many views then pink jeep trip on land from airport in Grand Canyon takes you to se...
decency,礼貌体面 / 服务缺乏礼貌体面,E2_Appraisal (Stimulus/Service Attribute),Stage 1 (500 Discovery),1,1,"review_af08902c4c1b7326756e9e93 :: In a nutshell, the views of Mckinley were stunning however the pilot, a gentleman from Pennsylvania, exhibited the height of rudeness. And no, I'm not misunderstood. He was blatant..."
desperate,感到绝望迫切的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_93002c7973ba2bb5ce9edb94 :: My husband and I were desperate to take a flight over Kauai but were concerned we wouldn't be able to because of our children being so young (3yrs and 1yr). We stumbled across Wing...
disconcerting,令人不安的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_6c48905d4d285a3a633a9e12 :: We had Alex as our pilot. He was very good. Check in fellow was not as friendly. Acted as if my booking through a ""third party=trip advisor"" made my business less valuable to them...."
disrespectful,无礼的 / 冒犯的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu..."
dreaming,梦寐以求 / 心驰神往,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_66a4fcc5850ed47eb61fb160 :: Booked 4 on the Grand Denali flight. The weather was great, and the views were unbelievable. Our pilot, Sean, did a great job of making sure everyone got a good view and told us lo..."
eager,热切的 / 渴望的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_f32161287cbdcd87c87a048a :: Heads up for people booking with K2.  They are eager to book (W/ Glacier Landing) any one of 4 Denali flightseeing trips.  The problem is when you get there (in our case after a 2 ...
embarrassed,感到尴尬难堪的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_46ddfd4445283a6a81911504 :: Booked the Grand Canyon Discovery Tour and very unimpressed with how short the flight time was (less than ten minutes total) with a short photo op stop on a ridge in the canyon.  O...
emotion,情感 / 情绪,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_92db6c4ddc4f03ed93a04bac :: We did the Scenic Flight with Glacier Landing however due to the weather we were unable to do the Glacier Landing which was absolutely devastating.
we did still manage to do the sc..."
enthralled,被深深吸引迷住的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_eb0c2bb6de3d5ffa9eac3e15 :: We took the around Denali flight over an hour on a beautiful day. Perfect weather ,great pilot ""Nick"". When we got there there were some questions as to if we should take this more..."
enthusiastically,热情高涨地,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_8294fe79e0415f552542ed94 :: The flight was enjoyable but not earth shattering like promoted! Pilot Patrick was doing a job not actively enthusiastically participating so I’d rate that part as average. Without...
exhilaration,极度兴奋快感,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_23bc28108b7fc9fb77931ab6 :: From the shuttle driver the book..In procedure to the professionalism of the pilot and the beautiful scenery and the exhilaration of landing on the glacier this is a must do tour...
favourable,有利的 / 良好的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_088122d77a9ff92ab3462c97 :: This was the highlight of my 4 day trip to Kauai. Everyone we dealt with at the company were lovely ,even advising us to change our flight from 24 Nov to 25 Nov as they believed th..."
flaky,不靠谱的 / 经常取消的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_07a4d180b1c3927f6d90e08e :: Booked direct, over two months in advance. With only a couple hours to go before our flight they tell us it's cancelled, since not enough people signed up for the time slot. They o..."
frightening,令人惊恐吓人的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_ad4c129d7431549c0c82f1a8 :: Three of us signed up for the plane ride about a month in advance. There were really high winds that day (40 mph+), but the company didn't cancel so we went for the ride. 15 minute..."
glorious,壮丽辉煌的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_4e12b4a1176793651a28a048 :: My husband and I visited Alaska for my first time in early August.  We knew we wanted to experience a fly over Denali National Park.  After researching the various tour operators o...
grandest,最宏大的 / 极其壮丽的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i..."
grumpy,脾气暴躁的 / 不悦的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_0007fe1c2b3216a8645c4245 :: After being in Alaska for about a week, we were really looking forward to our float plane ride - as we had already seen so many fly by.  We had an absolutely perfect day for flying..."
gushing,滔滔不绝赞赞称道的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_6d89a83a7e6c40e34fc3fabb :: From start to finish, our flightseeing tour from Talkeetna to Mt. McKinley, landing on Ruth Glacier was jaw-droppingly wonderful. I've lived in Alaska for almost 40 years and thoug..."
haha,哈哈（欢快情绪）,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_98e74ad69a88380b69ce727c :: The tour guide Eric was not only friendly, knowledgeable, and patient, but also a skillful pilot. With his incredible skill, we were able to witness the sea cliff from an impeccabl..."
harsh,严酷恶劣的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_123bf9f58334923a62ba4371 :: We love this air charter tour company and have taken their tours several times while on Kauai. Most of Kauai is not viewable because of the terrain, so seeing the island by air is ..."
hazardous,危险的 / 有隐患的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
heartfelt,真挚的 / 出自内心的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_92db6c4ddc4f03ed93a04bac :: We did the Scenic Flight with Glacier Landing however due to the weather we were unable to do the Glacier Landing which was absolutely devastating.
we did still manage to do the sc..."
hilarious,爆笑幽默搞笑的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_af9c2e4c708b6ef1ddffbdef :: We booked this as part of a Viator package to see Alcatraz and it completely blew us away.  We were a party of 4 - two adults, a ten year old and a 4 year old.  Despite a total fea..."
hostile,敌意的 / 恶劣的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_4899b603a9d2f1beb416a798 :: This company does not deliver pleasant experiences.

This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to beco..."
hungry,贪婪的（money hungry）,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_782108ad97fa0d3252690e48 :: Booked weeks in advance qhe wecwere at home on New Zealand. Acidently bookex yhe wrong mouth. Booked August 19 instead of September 19. Was not in US o  August 19. No refund from M...
immeasurable,无法估量的 / 极致的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_83fe4d7e7dc015a14d52be74 :: The entire experience was beyond our wildest expectations.  Stan, the pilot, and the K2 office staff were very kind and helpful.  The flight scenery is hard to convey with words......"
intimidating,令人胆怯令人畏惧的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,review_366a0217246d209bb9329b77 :: How do you describe something that takes your words away and leaves you speechless?  This was meant to be a Floatplane and Alaskan Bear excursion.  We definitely saw the floatplane...
inviting,引人入胜令人愉悦的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,review_39496617c0521efe63e69b0a :: Our trip was a blast! The Pilot was knowledgeable about the area and made the whole experience fun! The flight was smooth and the scenes were beautiful! The office gals were friend...
irritated,感到恼火烦躁的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...
jealous,令人羡慕嫉妒的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_21f52836b887ea5e81a636ac :: Everyone that does the open door helicopter tour will tell you to DO IT. I am telling you try something different and do the BIPLANE. It was fantastic. The tour lasted longer than ...
joking,开玩笑的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
jovial,欢快风趣的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_e5850680238945a96a3caa96 :: This flightseeing tour with subsequent glacier landing was one of the coolest things I have ever done in my life, and one of the few activities where the views and experience is wo..."
laughter,欢笑 / 笑声,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_b143c99b79aada9945f9276a :: My husband and I traveled to Kauai for our 25th anniversary and scheduled a couple of things based on reviews that I read on Tripadvisor.  Everything positive we read about Wings O...
marvelously,奇妙极其出色地,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_8b9e0dc5c5d87b98d2a06acb :: Great professionalism and unsurpassed scenery.  Pay the extra fee for the glacier landing. I grew up in Alaska and have visited Denali Park at least 30 times. Nevertheless, I'd nev..."
miraculously,奇迹般地,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_f32161287cbdcd87c87a048a :: Heads up for people booking with K2.  They are eager to book (W/ Glacier Landing) any one of 4 Denali flightseeing trips.  The problem is when you get there (in our case after a 2 ...
miserable,极度痛苦糟糕的,E1_State (Direct Internal Affective State),Stage 1 (500 Discovery),1,1,"review_dc71022ec47fe7e7dad91e8d :: As an earlier reviewer mentioned, one of the Westwind planes (not the ""Executive"") has a ""bench"" at the back- with only a waist belt and no padding- which I was unfortunately assig..."
nasty,令人厌恶的 / 恶劣的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_af08902c4c1b7326756e9e93 :: In a nutshell, the views of Mckinley were stunning however the pilot, a gentleman from Pennsylvania, exhibited the height of rudeness. And no, I'm not misunderstood. He was blatant..."
nauseated,感到恶心反胃不适的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_ad4c129d7431549c0c82f1a8 :: Three of us signed up for the plane ride about a month in advance. There were really high winds that day (40 mph+), but the company didn't cancel so we went for the ride. 15 minute..."
nervousness,紧张不安的情绪,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_ff282b470223120e69c6a4b8 :: This flightseeing trip was the pinnacle of 2 weeks of amazing experiences.  Words and pictures fail to convey what a flight around McKinley is like. I thought that upon landing my ...
offensive,冒犯的 / 令人不适的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_942191570bc6c27e6f1ef0b4 :: My experience was awful. The pilot literally ignored every sentence I had spoken and pretended like we were invisible. He was only friendly to another family that were on the plane...
overwhelmed,被震撼/感动深深淹没的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_b0feded8c30b74f0a67e42f9 :: We absolutely loved our sunset trip. I was overwhelmed with how much the lady was willing to help me set up our trip. I had lots of scheduling issues and they saved the day!...
overwhelming,铺天盖地震撼的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_9773b7ee16f20be92466f8f1 :: The views of the Grand Canyon along the stop offs are spectacular.  We did some hiking into the canyon which was awesome too. But the helicopter ride over the Grand Canyon is overw...
overwhelmingly,压倒性震撼地,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,review_b5b0e8c69a1888eb640268f9 :: The folks at Talkeetna Air Taxi made our entire experience very enjoyable.  The weather had been overcast for days prior to our flight and the staff was very patient and understand...
positively,积极正面地,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_536e18c70c45f6079ab4ba5b :: Trip was amazing Eric was wonderful positively wonderful take this trip. We love this this is a must do on your trip to Hawaii you say everything....
powerful,强烈的 / 感人的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_812312f6cb44d7e3c4fdfa1b :: Our family took a day/overnight trip from Vegas to South Rim of the GC and stayed in Valle.  We had booked the plane well in advance of our anticipated travel.  All I can say, is i..."
profound,深刻震撼的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_82389ed0329e407b94318d6e :: This was our favorite experience, hands down!  Seeing the mountains that close was extraordinary and beautiful. A profound experience!..."
pumped,兴奋激动的 / 跃跃欲试,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_ed11136814c2ac8d48de6594 :: My husband and I were so pumped with our private Cessna adventure with Kevin as our pilot!  The flight was beautiful and informative and a super value - probably our favorite excur...
quaint,古朴宜人的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,review_6b17f5b0218c6e596e18af08 :: Took a noon flight to Friday harbor. Great flight great views!!  Smooth ride.  Friday harbor was lovely.  Quaint shops and restaurants. Took an afternoon flight back.  Also great f...
quell,镇定 / 平息（恐惧）,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_f5388b1e976e59c78115bdce :: We came for a flight seeing tour of Denali but due to weather weren’t able to fly that day. I wish I had known to check my email on the morning of the trip, it would have saved me ..."
racist,种族歧视的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_585fd4de71474864f99ab2f5 :: I had taken a family summer trip for a half hour seaplane with lake landing. The pilot had a terrible and rude attitude and was not willing to provide any conversation. He seemed t...
regrettably,遗憾地 / 抱歉,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_aa76425694a5e2a07140dc28 :: We were scheduled to fly over Denali, but weather did not cooperate and pilots had to regrettably cancel flights.  The folks at K2 were very apologetic and understood our disappoin..."
relieved,宽慰的 / 松了一口气,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_0fd62b59dfddedcc4ce37b1b :: We arrived in good time and after  paying and being weighed for the correct distribution within the helicopter, we sat and waited for the 3 other passengers. The area you sit and w..."
reputable,信誉良好的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_f5ff83b24533166f9a04eddb :: Terrible experience, don’t recommend. They schedule flights every 30 mins and don’t do maintenance between flights. When we arrived this super young pilot comes out in shorts and f..."
reward,赏心悦目的奖赏体验,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_62065bd2615e8936538e71b3 :: You cannot go wrong snagging a flight to the Alaska Mountain Range and Denali up close. While it seems like a scary thing to do, I felt safe 100% of the time. The reward was the cl..."
rewarding,非常有成就感/物超所值的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_20a5d0a4abc1952fcfbb43d0 :: Had a flight seeing tour with K2. We couldn't do the glacier landing due to weather conditions but nevermind, we still very much enjoyed that our. We saw dramatic landscape, glacie..."
rickety,摇摇欲坠的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_7610caa1138d8b33b74c4e88 :: Each seat had excellent views of the Grand Canyon. Taking the whole scene in by air is maybe the best way to understand the size and majesty of the canyon. The crew was professiona...
rigid,刻板不近人情的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_4e12b4a1176793651a28a048 :: My husband and I visited Alaska for my first time in early August.  We knew we wanted to experience a fly over Denali National Park.  After researching the various tour operators o...
screaming,惊恐尖叫的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_326f19457a589d42a33ff874 :: Can't express how amazing this flightseeing was!! We did Mt. McKinley base camp with glacier landing. During the flight, I was just screaming (nobody could hear me as everyone wore..."
sentiment,情感 / 情绪,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_af98c8cc4e2124c9b58818f6 :: We did the Grand Denali tour with a glacier landing on a cold, rainy Sunday morning. Getting to the airport is easy, checking in was quick, and the prep fort he trip was simple. I ..."
shady,可疑不诚信的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_54ae5b5d8364deffe47809c6 :: My husband and children (18,19) had a great time on this trip!  The early morning plane ride was terrific, and as we had read before, it’s best to sit on the left side of the plane..."
shaking,吓得发抖颤抖的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...
soaking,沉浸于（soaking in view）,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_ed42ef9dc4fa813cfcacdfdb :: My family of 4 did this tour last week and were beyond impressed.  We opted for Maverick because of their fleet of newer helicopters with ample windows spanning down to the floor i...
soothing,舒缓抚慰人心的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_06c317e4d5d8ceacebdaa76d :: The scenery was amazing!  There is so much natural beauty in Kauai and this is a great and special way to see it.  Some of the interior parts of Kauai are only visible by air, as t..."
spellbinding,扣人心弦迷人的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,review_8d4ddb6f94926e611f27073f :: I took the 30 minute San Francisco Bay tour on August 28th at 3:15.  It was a spectacular day with some fog around the Golden Gate Bridge.  We flew around and over every major tour...
splendor,壮丽辉煌的奇观,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,review_60729dc12e183107376e19e8 :: We did the 1.5 hour flight with the glacier landing.  Words cannot explain the beauty and splendor of  Mount McKinley up close and personal like this.  It was truly amazing.  Our p...
spoil,破坏 / 毁掉（好心情）,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_38c140061a79f5dc4b034f30 :: Well.. I suppose we were really lucky ducks. ..
Booked month in advance from downunder..flew specially over from our holiday stay on Waikiki for this trip.
On arrival our booking w..."
spoiled,好心情被破坏毁掉的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_eda1a4bce0aac45015172f03 :: We heard so much about how beautiful Kauai was, but after driving around the entire island, we weren't that impressed. Mind you, we had just seen all the major sights of Maui, so w..."
spoilt,被破坏败兴的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_b7057b38356e6f4a373a9626 :: Apart from the last 10 minutes of yesterday we had an awesome day...my son and I both had to use sick bags just as we were coming back into Sedona! Lol
I found the tour on trip adv..."
squeamish,胆怯恶心体质易受惊的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_be8faf48d8d937ed7f366e98 :: K2 Aviation is a super friendly and well-run organization. Views were amazing. So glad my teenage kids got to really see a glacier for what it is. We'd talked about them so much on...
stuffed,塞满的 / 憋闷不适的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_27ad520dc013ab28760c6c05 :: We had a fantastic time.  They went out of their way to provide a great tour with a personal touch.  Our 2 y/o and a 6 y/o were greeted with stuffed bears as well.  In addition to ...
suffered,遭受身体/晕眩痛苦,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,review_b0217b73fa2d49d7679ca1b5 :: We took the flight and I realized that I should have done this the first day of our vacation.  We waited a week for our relatives and they got the benefit of the overview that woul...
suffering,受苦受难不适,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_4002b14844a9fdb69e609624 :: The staff are cordial and warm. They called us in advance to warn us about inclement weather and cancellation of the tour on the day in question. The day of the tour , we arrived t..."
suitable,合适的 / 满意的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_6817a71966166352425fc30b :: Took a 70 minute flight with my two young daughters, the Gippsland GA8 (airvan) is a comfortable aircraft, each passenger has a bubble window suitable for photography, and cold bot..."
superlative,顶级极致赞赏的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_c602155441c88a5da2dca24a :: Company was referred to us by another, who could not accommodate plus size. These folks picked up up at Anchor Cove Mall (free shuttle from cruise ship), fast ride to airport. 
Eri..."
susceptible,易受影响脆弱的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_8939fd8604bce70a3b1b8fc9 :: Highly recommend this trip!  Mark our pilot was great..very conscientious with a great sense of humor!  He made us all feel comfortable..especially those of us in the group who wer...
threaten,受到威胁/令人不安的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_ce23c1ddd00fe162177658fe :: To be fair, I want to say upfront that this review focuses not only on the provider but also on Trip Advisor (based on the comments of the owner/vendor that Trip Advisor is horribl..."
thrills,刺激 / 快感,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_82386bb91c344ca8b5ec8dd0 :: From the first moment Tony put us in a relaxed mood 
After introduction and seating in the plane we took off across the water for a very visible and knowledgeable journey to Evergl..."
touching,令人动容流泪的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,review_65f6eeef22d6baf1636ca70e :: I have travelled to many parts of the world but this 2 hour flight with TAT is THEE BEST experience I can ever recall. They are seasoned professionals that will greatly exceed your...
trustworthy,值得信赖靠谱的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_d579c7ce2ec144775d909031 :: My family and I booked a package tour with Friday Harbor Seaplanes and Western Prince Explorer Whale Watching. We all had a great and comfortable time on the flight, which felt saf..."
truthful,真实可信的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_f32161287cbdcd87c87a048a :: Heads up for people booking with K2.  They are eager to book (W/ Glacier Landing) any one of 4 Denali flightseeing trips.  The problem is when you get there (in our case after a 2 ...
uneasy,心神不宁感到不安的,E1_State (Direct Internal Affective State),Stage 2 (2000 Expansion),1,1,"review_28c726804d0b55cac4d79f6a :: The staff is great and it's a great way to see the entire Island which you can't do with a car... However, if you are at all uneasy about flying, you should think twice about going..."
unfriendly,不友善的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,review_dea6554bb253c3a9200497a0 :: Never book this tour! The tour didn‘t take place without notice! We stood infront of the company and we couldn’t fly WITHOUT any notice! The person on the phone was super unfriendl...
ungodly,糟糕恶劣的,E1_E2_Candidate,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
unnerving,令人发慌不安吓人的,E2_Appraisal (Stimulus/Service Attribute),Stage 2 (2000 Expansion),1,1,"review_25a5df0aa1c4c82bb9d30e47 :: This was a treat!  I've taken a helicopter tour, which was cool, but sometimes a little unnerving.  If you want a little more metal around your seat area, do this flight.  The ride..."
