word,chinese_translation,affect_type,surface_forms,coarse_pos,frequency,review_count,example_context
responsible,负责任的,E1_E2_Candidate,responsible,ADJ,1,1,review_06eb3f971b46e3be6f1a0796 :: Incredible views and a great responsible pilot.
rickety,摇摇欲坠的,E1_E2_Candidate,rickety,NOUN,1,1,"review_7610caa1138d8b33b74c4e88 :: The crew was professional, aircraft was top notch (nothing rickety here) and the cost was reasonable compared to other air tours we have done in different parts of the country."
rigid,刻板不近人情的,E1_E2_Candidate,rigid,ADJ,1,1,review_4e12b4a1176793651a28a048 :: The other companies had a much more rigid refund policy.
safely,安全平稳地,E2_Appraisal (Stimulus/Service Attribute),safely,ADV,1,1,"review_442bd14270e4cf874af0ab43 :: At one point as we got near Anan Creek, we encountered a rain squall, and Mark and Eric communicated and made some adjustments which ultimately allowed us to safely land at the Anan Creek landing site."
sensitive,敏感的,E1_E2_Candidate,sensitive,ADJ,1,1,"review_cbe4d099bc688920d0a3a2b9 :: As African-Americans we are the both of us very aware, observant and sensitive to our surroundings and peoples' energy."
sentiment,情感 / 情绪,E1_E2_Candidate,sentiment,NOUN,1,1,"review_af98c8cc4e2124c9b58818f6 :: And while everything in Alaska was amazing, nothing beat this (and that sentiment includes my sister who is fearful of flying)."
serene,宁静祥和的,E1_E2_Candidate,serene,ADJ,1,1,"review_30a4fe165d7e3a55f8e3db95 :: Landing on the glacier was really cool, as was walking around in a couple of feet of snow on the most quiet and serene place I've ever been."
serenity,宁静 / 祥和,E1_E2_Candidate,serenity,NOUN,1,1,"review_f513ccad486e4e6b27890911 :: The peace, serenity and unsurpassed beauty and wonder will remain with us for a lifetime."
shady,可疑不诚信的,E1_E2_Candidate,shady,ADJ,1,1,"review_54ae5b5d8364deffe47809c6 :: The rafting was super hot, but lemonade and water are provided, and he put the boat in the shady areas as much as possible when we were stationary hearing about the canyon."
skeptical,怀疑的 / 存疑的,E1_E2_Candidate,skeptical,ADJ,1,1,review_3a562693d0a814861060b2cf :: After booking with Air Ventures we were a bit skeptical because their price is unbeatable!
sketchy,令人不安可疑的,E1_E2_Candidate,sketchy,NOUN,1,1,review_300f9baf05912fc8f616fd90 :: Bit scary/ sketchy because the plane is pretty old.
slick,熟练专业/光滑的,E1_E2_Candidate,slick,ADJ,1,1,review_f636b160dcd5b8cb35245d33 :: Maverick tours are a very slick and professional company.
smart,聪慧的 / 明智的,E1_E2_Candidate,smart,ADJ,1,1,"review_3ba1137cb1b4e9207840a231 :: The weather was challenging for the pilot,but he was smart and confident and overcome the winds on the lake."
smoother,更平稳的 / 更顺畅的,E1_E2_Candidate,smoother,ADJ,1,1,"review_f5ca1940bb4b3b4a6ade99fa :: The takeoffs and landings and even the flight itself were all smooth, actually smoother than we thought they’d be."
smoothest,最平稳的,E1_E2_Candidate,smoothest,ADJ,1,1,"review_5e434da02b38cf19550a807e :: ) Our pilot, Chris, gave us one of the smoothest flights I have ever been on (sorry Delta)."
soaking,沉浸于（soaking in view）,E1_E2_Candidate,soaking,NOUN,1,1,"review_ed42ef9dc4fa813cfcacdfdb :: I could tell my son started getting a little frustrated because he couldn't follow all of the pilot's information pointed out, but I was able to tell him to just relax and enjoy, there is no quiz afterwards, and he was much better after that just soaking in the sights."
spiritual,精神神圣的,E1_E2_Candidate,spiritual,ADJ,1,1,"review_5d1ed7c73f280b31c37e8a26 :: My wife and I both agreed that because the power and the beauty were so intense, there were times when it was very emotional and even spiritual."
spoilt,被破坏败兴的,E1_E2_Candidate,spoilt,NOUN,1,1,review_b7057b38356e6f4a373a9626 :: I think we were a little spoilt because it was just the four of us and apart from the queue for lunch and the queue for photos on the airwalk we were straight into everything.
stellar,璀璨顶尖级的,E1_E2_Candidate,stellar,ADJ,1,1,review_45b67bfe46ceac2e8567f12e :: I have flown with them twice- very professional and a stellar view of the canyon.
strange,怪异不安的,E1_E2_Candidate,strange,ADJ,1,1,"review_254f46e4a5fb0f6c7e0c50cd :: Again, I think the pilot is a nice guy and I have nothing against him, but both my wife and I noticed this and thought it was strange."
strong,强烈的,E1_E2_Candidate,strong,ADJ,1,1,review_f1afb11c14a20df3c0e654e1 :: At that elevation the sun was very strong.
stuffed,塞满的 / 憋闷不适的,E1_E2_Candidate,stuffed,ADJ,1,1,review_27ad520dc013ab28760c6c05 :: Our 2 y/o and a 6 y/o were greeted with stuffed bears as well.
stunningly,令人震撼地,E1_E2_Candidate,stunningly,ADV,1,1,review_82386bb91c344ca8b5ec8dd0 :: Everglades park was stunningly remote with a local guide from Native stock our Airboat trip was full of thrills and wildlife.
suitable,合适的 / 满意的,E1_E2_Candidate,suitable,NOUN,1,1,"review_6817a71966166352425fc30b :: Took a 70 minute flight with my two young daughters, the Gippsland GA8 (airvan) is a comfortable aircraft, each passenger has a bubble window suitable for photography, and cold bottled water is available throughout the flight."
superior,优越顶尖的,E1_E2_Candidate,superior,ADJ,1,1,"review_7279b58725f75f922479856e :: Mavericks helicopters are far superior to their competitors and well worth the money, our pilot was lots of fun and taught us lots about the Canyon too, an excellent way to end our trip."
susceptible,易受影响脆弱的,E1_E2_Candidate,susceptible,ADJ,1,1,review_8939fd8604bce70a3b1b8fc9 :: Take your Dramamine if you are susceptible to motion sickness though!
talkative,健谈热情的,E1_E2_Candidate,talkative,ADJ,1,1,review_46247e5fecb1a54a289ccadb :: Pilot not very talkative but the view was spectacular.
terribly,极度负面地 / 抱歉,E1_E2_Candidate,terribly,ADV,1,1,"review_f1afb11c14a20df3c0e654e1 :: The air was cold, but not terribly so."
thankful,感激的 / 感恩的,E1_State (Direct Internal Affective State),thankful,ADJ,1,1,"review_bbf12aaf52ffd1f8f514701a :: I am so thankful for the upfront, clear, and continued communication from the staff."
thrills,刺激 / 快感,E1_E2_Candidate,thrills,NOUN,1,1,review_82386bb91c344ca8b5ec8dd0 :: Everglades park was stunningly remote with a local guide from Native stock our Airboat trip was full of thrills and wildlife.
tough,严苛倒霉的,E1_E2_Candidate,tough,ADJ,1,1,review_5bc1dd064ce1bf7325638ddb :: We explained this would mean we would miss our shows that night and we were told in the shorted possible way by the company representative that was 'tough luck' and they would do nothing about.
tremendous,震撼巨大的,E1_E2_Candidate,tremendous,ADJ,1,1,review_8526d5406704b59e5a5405e4 :: Our pilot was tremendous and full of great knowledge in historical information.
trepidation,惊恐战栗 / 不安,E1_E2_Candidate,trepidation,NOUN,1,1,review_03a8176b0cded4dbc878970a :: He was an excellent pilot with a very reassuring manner to ease any trepidation first time flyers might have.
tricky,棘手不安的,E1_E2_Candidate,tricky,ADJ,1,1,review_f1afb11c14a20df3c0e654e1 :: The weather in Alaska is tricky and constantly changing.
truthful,真实可信的,E1_E2_Candidate,truthful,ADJ,1,1,review_f32161287cbdcd87c87a048a :: I would have rated a 5 if they would have been truthful about Glacier landing.
turbulent,颠簸不安的,E1_E2_Candidate,turbulent,ADJ,1,1,"review_fe616bc09c7b1a7ab721c000 :: The take off and landing in the small plan were really fun, and the ride was pretty much turbulent free."
uncertain,不确定的 / 顾虑的,E1_E2_Candidate,uncertain,ADJ,1,1,review_b000df598ef420c3db6a55b4 :: I really appreciate how flexible and accommodating they were in this uncertain travel time that we are living in with Covid.
unexpected,意想不到的惊喜,E1_E2_Candidate,unexpected,ADJ,1,1,"review_8f5e0f00afe0371683965f83 :: I really enjoyed the experience, especially the unexpected ginger chews, kukui nut lei, and photographs they gave us!"
unfortunate,不幸遗憾的,E1_E2_Candidate,unfortunate,NOUN,1,1,"review_cbe4d099bc688920d0a3a2b9 :: I did not feel at all welcome or like they wanted or appreciated our business, unfortunate but true."
unfriendly,不友善的,E1_E2_Candidate,unfriendly,ADV,1,1,review_dea6554bb253c3a9200497a0 :: The person on the phone was super unfriendly and hung up the phone on us.
ungodly,糟糕恶劣的,E1_E2_Candidate,ungodly,ADV,1,1,"review_53ff5143a41d862350d136a5 :: Having negotiated this minor hurdle, we then discovered that our pick-up time would be at an ungodly 4am !"
unhappy,不高兴不满意的,E1_State (Direct Internal Affective State),unhappy,ADJ,1,1,review_5bc1dd064ce1bf7325638ddb :: I am one very unhappy customer as are my travelling companions.
unprofessional,不专业的,E1_E2_Candidate,unprofessional,ADJ,1,1,review_942191570bc6c27e6f1ef0b4 :: It was an extremely unprofessional and outrageously offensive behavior for a tour company.
unwell,身体不适的,E1_E2_Candidate,unwell,ADV,1,1,review_ced58d8c691f443c16cbfe37 :: I get motion sickness and I did not feel unwell on the flight.
wary,警惕顾虑的,E1_E2_Candidate,wary,ADJ,1,1,"review_53ff5143a41d862350d136a5 :: This is something else to be wary of, although you have no control over it."
wasbeautiful,美丽动人的（美感）,E1_E2_Candidate,wasbeautiful,NOUN,1,1,review_e2dc2a31bed85af6df3536af :: The Monument Valley wasbeautiful as expected - took lots of photos.
worldly,超凡脱俗的,E1_E2_Candidate,worldly,ADV,1,1,review_6857382b853cc9b1e8671ff9 :: It was other-worldly.
worse,更糟糕的,E1_E2_Candidate,worse,NOUN,1,1,"review_7279b58725f75f922479856e :: hour tour we had arranged and that our flight would have to be reduced from an hour to 30 minutes, Maverick agreed to let us wait for an hour to see whether it would clear but when the weather become worse (in fact it made the press here in the UK as a weather phenomenon) they swiftly got us up in the air to view the Grand Canyon and we are so grateful that we got to experience the Canyon from this ang"
yummy,美味愉悦的,E1_E2_Candidate,yummy,NOUN,1,1,"review_e8ba09c98f233e51030cc9c3 :: We had few hours of jeep tour, which includes yummy lunch, then back on flights for more wonderful views of the canyon and history and tales of the area."
