word,chinese_translation,stage_origin,frequency_21215,review_count_21215,example_context
minutes,分钟数,Stage 1 (500 Discovery),1035,856,"review_78180e3e09bc82b368190d18 :: We did the Grand Canyon Signature tour from Sedona.  Our pilot was Max, and he was excellent.  We spent 30 minutes flying over the Grand Canyon, and then had a three hour Jeep tour..."
close,close（名词/物理实体）,Stage 1 (500 Discovery),1034,964,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
super,super,Stage 1 (500 Discovery),1033,930,"review_aa1ae3139fbb554b26ec2c15 :: This trip was totally worth it. Everyone at Westwinds was friendly. The narrated flight was informative. The scenery was beautiful. The convenience from Phoenix was awesome. 

The ..."
price,价格 / 团费,Stage 1 (500 Discovery),1032,966,review_82015a44043c500a6de0931c :: Great way to see the Grand Canyon and get there quickly from the Phoenix area. From our communication before the tour with Lindsey to our Flight there and back with pilot Brendon a...
glaciers,glaciers（名词/物理实体）,Stage 1 (500 Discovery),1030,915,"review_fcfda8d331fc1195f93e9d00 :: The flight was amazing, over glaciers, between mountain peck’s. The wilderness hike was not in Denali National Park but we still had amazing views of Denali...."
another,another (形容词),Stage Final (Full Corpus),1010,917,review_0024e9cd08cf874f0eff54c0 :: I have been attempting a trip to the Grand Canyon for a number of years. The delay was well worth it given the quality of the day my wife and I had. I cannot say enough good things...
book,book（名词/物理实体）,Stage 1 (500 Discovery),1009,901,"review_8edb6b136dc2a365d2ceec0b :: This was my anniversary gift for my wife and it exceeded every expectation. The staff, pilots and our tour guide on the ground (different company by Westwind coordinates for you) w..."
part,part（名词/物理实体）,Stage 1 (500 Discovery),1006,938,review_c20c8b41bb822484a376265e :: A fantastic trip with views you will never get to see from the ground. Then when you do land at Grand Canyon Village and take the Humvee part of the tour you will be blown away aga...
wanted,wanted,Stage 1 (500 Discovery),1004,920,"review_bc094451a516daefa055857a :: This was one of the most unique experiences I have ever had! The flight from Phoenix to the Canyon was a bit nerve wracking, due to the small aircraft. Since there were only two of..."
say,say（名词/物理实体）,Stage 1 (500 Discovery),999,932,review_d1dbb71690d1453e7bbc4b13 :: This was one of the best days of my life. I can’t say enough good things about this tour and the staff at Westwind. We would have skipped this tour after my mom broke her arm the d...
airport,机场 / 航站楼,Stage 1 (500 Discovery),985,768,"review_ab324eff306941e3251df22d :: Our Grand Canyon Signature Tour - South Rim with Hummer Ground Tour was an absolutely amazing experience, flying over the desert from Phoenix to the Grand Canyon, passing over Sedo..."
top,top（名词/物理实体）,Stage 1 (500 Discovery),983,911,review_ed818a4e9f6f3477369ee75d :: The folks at Westwind Air do it right. Top notch service. We were greeted with smiling professional people. Snacks and beverages all ready for us. Our pilot ( Doug) was fantastic. ...
bit,bit（名词/物理实体）,Stage 1 (500 Discovery),973,882,"review_bc094451a516daefa055857a :: This was one of the most unique experiences I have ever had! The flight from Phoenix to the Canyon was a bit nerve wracking, due to the small aircraft. Since there were only two of..."
truly,truly,Stage 1 (500 Discovery),971,908,review_92c89d45dafc32430c1381c4 :: Just such an amazing experience...from Lindsey's warm welcome when we arrived to the pilots navigating the journey! I would highly recommend this tour...it is truly a once in a lif...
ellen,ellen（中性词）,Stage 1 (500 Discovery),959,671,"review_e7cb95ca44e72156ba8fc041 :: Fantastic flight over Kauai!
We booked a sightseeing flight with an air van, but it had to be inspected at short notice. Ellen from Wings over Kauai rebooked us on a Cessna after c..."
ventures,ventures（名词/物理实体）,Stage 1 (500 Discovery),949,713,"review_3988be0a7e79492287e2e60b :: Had a great flight yesterday afternoon. Josh was a great guy and pilot. We’ve driven all over Kauai, boated around most of the island and did a helicopter tour years ago. The plane..."
cruise,cruise（名词/物理实体）,Stage 1 (500 Discovery),932,746,review_2aca35e4e8455a641e0d73af :: This was an add on to a Viking cruise and it was the highlight of our pre cruise Denali excursion. We ended up being the only two on this flight. We had Mac in a 6 seater Cessna 18...
waterfalls,瀑布群,Stage 1 (500 Discovery),922,871,"review_ad58b2b60fc4c16b6b2ef1a1 :: Fantastic day!  Fantastic views!  Fantastic experience!  We would do it again!  Saw whales, waterfalls, lava flows, fun!..."
questions,questions（名词/物理实体）,Stage 1 (500 Discovery),921,872,review_d72411de8fd698a132048a5c :: I took my Husband John on the Adventure Tour to the Grand Canyon and it was absolutely AMAZING!  LINDSEY was so GREAT and answered all my questions and she also has a big heart. I ...
window,舷窗 / 窗户,Stage 1 (500 Discovery),905,806,"review_745b908a04eb2f42741ae626 :: We stayed in Scottsdale for our vacation and took Westwind from the Deer Valley airport only 20 minutes away. Our family of five (kids 13, 10, 3) had never seen the Grand Canyon. F..."
want,want,Stage 1 (500 Discovery),904,849,"review_8edb6b136dc2a365d2ceec0b :: This was my anniversary gift for my wife and it exceeded every expectation. The staff, pilots and our tour guide on the ground (different company by Westwind coordinates for you) w..."
maui,maui (名词),Stage Final (Full Corpus),899,717,review_59847590cfac6ff9bbcdaf17 :: Great experience if you want to see Maui from the air. Friendly and knowledgeable pilots and a chance to try to fly a plane yourself...
done,done,Stage 1 (500 Discovery),897,840,review_348b4aff02fdf2a7c1edf068 :: We had a once in a lifetime experience on Westwind's Signature Grand Canyon South and Ground Tour. I have a terrible fear of flying but I was desperate to be able to do this tour. ...
told,told（过程/动作动词）,Stage 1 (500 Discovery),896,737,review_348b4aff02fdf2a7c1edf068 :: We had a once in a lifetime experience on Westwind's Signature Grand Canyon South and Ground Tour. I have a terrible fear of flying but I was desperate to be able to do this tour. ...
side,side（名词/物理实体）,Stage 1 (500 Discovery),889,695,review_d1dbb71690d1453e7bbc4b13 :: This was one of the best days of my life. I can’t say enough good things about this tour and the staff at Westwind. We would have skipped this tour after my mom broke her arm the d...
extremely,extremely,Stage 1 (500 Discovery),886,829,"review_c3e4bc54584b39606bbd4cfa :: This was a phenomenal experience! Well worth the cost of the trip. When we checked in we were met by extremely friendly staff. Carla, our pilot, was absolutely terrific. Very infor..."
front,front（名词/物理实体）,Stage 1 (500 Discovery),882,762,review_348b4aff02fdf2a7c1edf068 :: We had a once in a lifetime experience on Westwind's Signature Grand Canyon South and Ground Tour. I have a terrible fear of flying but I was desperate to be able to do this tour. ...
experienced,experienced,Stage 1 (500 Discovery),880,857,"review_c3e4bc54584b39606bbd4cfa :: This was a phenomenal experience! Well worth the cost of the trip. When we checked in we were met by extremely friendly staff. Carla, our pilot, was absolutely terrific. Very infor..."
recommended,recommended,Stage 1 (500 Discovery),880,864,"review_0b3d9e46d4144a6c146dd89f :: We had a such a great day at the Grand Canyon! A full day…in the air and a 3 hour tour in the Wildbuck Hummer, 45 mins in the little town before we flew back to Phoenix. Our tour g..."
taxi,taxi（名词/物理实体）,Stage 1 (500 Discovery),879,731,"review_14c77a9024b5a000f3d0a440 :: Unfortunately, this was the one cloudy and overcast day on our trip to Denali.  Would have been so much better on a clear day!  That being said, it wasn't the fault of this company..."
beauty,beauty（名词/物理实体）,Stage 1 (500 Discovery),878,841,review_c20c8b41bb822484a376265e :: A fantastic trip with views you will never get to see from the ground. Then when you do land at Grand Canyon Village and take the Humvee part of the tour you will be blown away aga...
know,know（名词/物理实体）,Stage 1 (500 Discovery),878,808,review_348b4aff02fdf2a7c1edf068 :: We had a once in a lifetime experience on Westwind's Signature Grand Canyon South and Ground Tour. I have a terrible fear of flying but I was desperate to be able to do this tour. ...
still,still（名词/物理实体）,Stage 1 (500 Discovery),877,803,"review_ab324eff306941e3251df22d :: Our Grand Canyon Signature Tour - South Rim with Hummer Ground Tour was an absolutely amazing experience, flying over the desert from Phoenix to the Grand Canyon, passing over Sedo..."
decided,decided,Stage 1 (500 Discovery),860,799,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
visit,visit（名词/物理实体）,Stage 1 (500 Discovery),857,807,"review_dd3ea9ba85128815fea48b4b :: the tour was great and worth visiting. 
the sightseeing of miami beach was great.
Will definitely visit again...."
pilots,pilots（名词/物理实体）,Stage 1 (500 Discovery),854,800,"review_0b3d9e46d4144a6c146dd89f :: We had a such a great day at the Grand Canyon! A full day…in the air and a 3 hour tour in the Wildbuck Hummer, 45 mins in the little town before we flew back to Phoenix. Our tour g..."
check,check（名词/物理实体）,Stage 1 (500 Discovery),846,785,review_d1dbb71690d1453e7bbc4b13 :: This was one of the best days of my life. I can’t say enough good things about this tour and the staff at Westwind. We would have skipped this tour after my mom broke her arm the d...
water,water（名词/物理实体）,Stage 1 (500 Discovery),830,726,"review_8edb6b136dc2a365d2ceec0b :: This was my anniversary gift for my wife and it exceeded every expectation. The staff, pilots and our tour guide on the ground (different company by Westwind coordinates for you) w..."
seen,seen（过程/动作动词）,Stage 1 (500 Discovery),823,772,review_dfb2e16eb1e6fd1e7e9b818d :: Been to the Grand Canyon 2 other times seen more on this trip that the other 2 combined.  WAY TO GO!! ++++ HIGHLY RECOMMEND IT...
last,last（名词/物理实体）,Stage 1 (500 Discovery),822,746,review_041f3eeb1ec14149ff9914b0 :: This was a last-minute reservation which was a great adventure. A one of a kind type of tour that was worth every single penny. Everyone had a great view from the plane and a great...
aviation,aviation（名词/物理实体）,Stage 1 (500 Discovery),809,682,"review_8447cef58620bf41f7a0bf9a :: Lindsey and Destiny did an amazing job in the planning of our event. They were so helpful, patient and friendly as they worked through our changes and were very accommodating! The ..."
clouds,clouds（名词/物理实体）,Stage 1 (500 Discovery),803,699,"review_8de9c4dbb8653c803a96fcf0 :: Our one hour float plane trip to Denali was an amazing experience. Jason, our pilot did an amazing job as the clouds broke to get us the best views. Wonderful trip!..."
aircraft,aircraft（名词/物理实体）,Stage 1 (500 Discovery),795,647,"review_bc094451a516daefa055857a :: This was one of the most unique experiences I have ever had! The flight from Phoenix to the Canyon was a bit nerve wracking, due to the small aircraft. Since there were only two of..."
